Date,XAU BGNL Curncy,ECSURPUS Index,BDIY Index,CRY Index,DXY Curncy,JPY Curncy,GBP Curncy,Cl1 Comdty,VIX Index,USGG30YR Index,GT10 Govt,USGG2YR Index,USGG3M Index,US0001M Index,GTDEM30Y Govt,GTDEM10Y Govt,GTDEM2Y Govt,EONIA Index,GTITL30YR Corp,GTITL10YR Corp,GTITL2YR Corp,GTJPY30YR Corp,GTJPY10YR Corp,GTJPY2YR Corp,GTGBP30Y Govt,GTGBP20Y Govt,GTGBP2Y Govt,LUMSTRUU Index,LMBITR Index,LUACTRUU Index,LF98TRUU Index,LG30TRUU Index,LP01TREU Index,EMUSTRUU Index,LF94TRUU Index,MXUS Index,MXEU Index,MXJP Index,MXBR Index,MXRU Index,MXIN Index,MXCN Index,MXWO Index,MXWD Index,LEGATRUU Index,HFRXGL Index,RX1 Comdty,TY1 Comdty,GC1 Comdty,CO1 Comdty,ES1 Index,VG1 Index,NQ1 Index,LLL1 Index,TP1 Index,DU1 Comdty,TU2 Comdty
2018-10-23,1231.11,0.154,1577.0,194.969,95.961,112.21,1.3,66.43,20.71,3.368,3.169,2.879,2.323,2.287,1.022,0.408,-0.612,-0.368,4.064,3.589,1.221,0.912,0.146,-0.118,1.868,1.834,0.732,2047.02,1156.7,2800.67,1974.82,1285.087,378.837,1059.864,329.437,2606.84,119.74,985.15,1990.88,587.44,1171.12,71.57,2033.89,487.37,469.893,1230.09,159.79,118.266,1233.4,76.44,2746.25,3137.0,7140.25,1103.6,1641.5,111.94,105.195
2018-10-30,1222.85,0.082,1513.0,191.758,97.011,112.88,1.271,66.18,23.35,3.364,3.124,2.851,2.323,2.302,1.014,0.368,-0.631,-0.369,3.991,3.472,1.124,0.857,0.116,-0.128,1.817,1.771,0.713,2050.55,1157.615,2800.13,1963.94,1277.686,376.917,1058.042,329.508,2551.09,120.19,963.69,2024.3,585.63,1187.78,68.65,1997.19,478.19,468.969,1215.2,160.44,118.781,1225.3,75.91,2685.25,3143.0,6815.25,1103.6,1610.0,111.99,105.328
2018-11-06,1226.11,0.099,1395.0,191.21,96.317,113.48,1.308,62.21,19.91,3.443,3.229,2.928,2.338,2.316,1.067,0.433,-0.608,-0.362,3.934,3.394,0.916,0.884,0.125,-0.131,1.938,1.902,0.811,2040.18,1152.397,2793.72,1975.01,1287.312,379.646,1060.159,329.653,2620.68,122.51,991.63,2045.61,613.46,1232.31,74.41,2050.65,492.7,468.635,1224.79,159.7,118.0,1226.3,72.13,2759.0,3203.0,7016.5,1103.6,1665.5,111.945,105.141
2018-11-13,1201.95,0.097,1064.0,184.537,97.303,113.95,1.299,55.69,20.02,3.359,3.141,2.891,2.337,2.307,1.053,0.408,-0.573,-0.361,4.002,3.443,1.014,0.869,0.109,-0.143,1.973,1.933,0.794,2046.7,1156.133,2799.26,1966.07,1279.074,378.302,1057.742,328.178,2586.65,123.25,978.5,1936.23,586.26,1238.77,72.65,2026.52,486.1,467.128,1221.09,160.08,118.516,1201.4,65.47,2727.5,3219.0,6853.0,1103.6,1633.5,111.955,105.227
2018-11-20,1222.07,0.08,1003.0,183.785,96.836,112.7,1.28,53.43,22.48,3.315,3.064,2.804,2.379,2.3,1.011,0.349,-0.598,-0.362,4.12,3.614,1.358,0.843,0.098,-0.145,1.961,1.881,0.702,2057.81,1161.626,2790.35,1940.96,1263.456,369.625,1051.556,327.631,2510.5,118.85,971.4,2021.95,593.68,1240.92,72.74,1976.91,475.87,469.899,1209.8,160.89,119.344,1221.2,62.53,2640.0,3108.0,6532.5,1103.6,1622.0,112.0,105.484
2018-11-27,1213.29,0.003,1339.0,179.921,97.369,113.78,1.274,51.56,19.02,3.319,3.058,2.833,2.389,2.337,1.015,0.348,-0.585,-0.362,3.886,3.287,0.858,0.807,0.087,-0.144,1.997,1.9,0.77,2060.04,1163.606,2790.81,1942.31,1259.814,370.494,1048.404,324.141,2549.36,120.99,981.64,1952.1,581.14,1241.79,74.38,2000.07,481.24,468.181,1209.88,161.02,119.25,1213.4,60.21,2683.5,3161.0,6712.5,1103.6,1648.0,111.975,105.43
2018-12-04,1240.1,-0.06,1237.0,184.138,96.965,112.77,1.272,53.25,20.74,3.173,2.914,2.795,2.407,2.379,0.908,0.261,-0.62,-0.349,3.786,3.153,0.652,0.786,0.068,-0.134,1.919,1.798,0.72,2073.43,1172.872,2805.5,1956.3,1270.714,369.426,1060.39,330.194,2567.52,121.32,983.84,2000.45,614.29,1265.13,77.24,2016.89,486.73,472.175,1213.22,162.09,120.094,1241.1,62.08,2701.75,3184.0,6803.25,1103.6,1649.0,112.03,105.5
2018-12-11,1244.34,-0.027,1364.0,181.802,97.388,113.31,1.252,51.65,21.76,3.126,2.88,2.764,2.387,2.421,0.828,0.231,-0.606,-0.359,3.674,3.119,0.653,0.79,0.044,-0.145,1.722,1.648,0.681,2081.67,1175.542,2809.88,1947.61,1264.764,365.454,1061.963,330.602,2507.24,116.49,942.58,1908.6,603.6,1225.33,73.17,1954.65,470.7,472.0,1202.01,163.48,120.453,1241.9,60.2,2641.25,3061.0,6717.0,1103.6,1575.0,111.89,105.648
2018-12-18,1249.18,0.003,1395.0,174.42,97.104,112.59,1.263,46.24,25.58,3.068,2.818,2.644,2.384,2.47,0.857,0.243,-0.609,-0.362,3.598,2.935,0.541,0.755,0.02,-0.16,1.789,1.709,0.741,2090.67,1176.441,2829.79,1937.74,1265.22,368.162,1068.273,330.995,2420.6,115.19,937.32,1911.94,585.97,1268.32,71.84,1908.16,460.68,474.491,1195.76,163.34,120.953,1249.2,56.26,2535.75,3046.0,6462.75,1103.6,1559.5,111.885,105.852
2018-12-25,1268.54,0.046,1271.0,168.356,96.581,110.2,1.268,42.53,36.07,2.993,2.74,2.559,2.373,2.506,0.867,0.247,-0.616,-0.374,3.56,2.827,0.538,0.701,0.013,-0.151,1.78,1.709,0.721,2093.79,1180.758,2826.86,1898.08,1251.578,367.606,1067.336,330.83,2234.85,113.41,851.64,1892.64,561.64,1238.51,70.12,1795.28,435.9,477.345,1181.16,163.36,121.406,1267.5,50.47,2341.75,2981.0,5892.0,1103.6,1397.0,111.895,106.008
2019-01-01,1282.6,-0.149,1271.0,169.802,96.085,109.73,1.275,45.41,25.42,3.015,2.685,2.488,2.355,2.503,0.871,0.239,-0.62,-0.355,3.528,2.739,0.467,0.704,-0.005,-0.147,1.817,1.745,0.744,2103.22,1182.458,2829.02,1909.36,1256.668,367.7,1069.113,329.548,2383.55,114.2,894.7,1943.96,572.03,1266.29,71.2,1883.93,455.68,478.915,1186.21,163.54,122.016,1281.3,53.8,2505.25,2974.0,6333.25,1103.6,1493.5,111.94,106.156
2019-01-08,1286.48,-0.191,1262.0,175.965,95.903,108.59,1.272,49.78,20.47,3.007,2.729,2.586,2.438,2.511,0.867,0.225,-0.582,-0.365,3.732,2.952,0.531,0.698,0.004,-0.141,1.806,1.713,0.749,2103.55,1185.698,2836.11,1957.67,1278.958,368.144,1079.395,332.024,2450.48,116.88,909.6,2124.3,598.1,1251.64,71.9,1935.79,467.27,480.138,1197.02,163.74,121.75,1285.9,58.72,2572.5,3049.0,6557.25,1103.6,1521.5,111.89,106.07
2019-01-15,1288.08,-0.205,1096.0,178.978,96.039,108.62,1.273,52.11,18.6,3.073,2.713,2.535,2.423,2.51,0.819,0.204,-0.625,-0.366,3.735,2.872,0.41,0.696,0.006,-0.156,1.78,1.701,0.793,2106.53,1187.583,2839.66,1969.3,1287.857,371.178,1084.265,333.742,2484.96,117.82,926.51,2170.34,610.58,1266.59,74.66,1963.61,474.86,481.43,1207.28,164.89,121.906,1288.4,60.64,2605.5,3056.0,6676.75,1103.6,1541.0,111.99,106.168
2019-01-22,1283.7,-0.176,1036.0,178.99,96.303,109.32,1.296,52.57,20.8,3.059,2.74,2.587,2.393,2.512,0.836,0.234,-0.596,-0.371,3.602,2.739,0.323,0.678,-0.005,-0.173,1.833,1.753,0.789,2105.37,1187.473,2858.09,1979.83,1295.461,374.082,1090.533,330.495,2506.74,119.8,934.3,2159.49,622.61,1269.34,75.32,1978.83,478.41,480.398,1210.55,164.47,121.578,1283.4,61.5,2632.0,3099.0,6653.0,1103.6,1553.5,111.92,106.051
2019-01-29,1309.91,-0.173,797.0,179.177,95.821,109.38,1.314,53.31,19.13,3.04,2.711,2.573,2.407,2.502,0.797,0.199,-0.575,-0.369,3.48,2.632,0.273,0.655,0.001,-0.16,1.749,1.68,0.771,2109.42,1187.617,2874.42,1982.36,1300.992,375.139,1095.343,334.405,2514.36,120.52,934.88,2192.33,635.81,1241.48,77.14,1989.6,481.77,483.111,1210.39,165.08,121.781,1308.9,61.32,2640.25,3144.0,6638.75,1103.6,1556.5,111.89,106.051
2019-02-05,1314.93,-0.177,629.0,179.952,96.067,109.92,1.295,53.66,15.57,3.031,2.699,2.522,2.405,2.513,0.773,0.169,-0.57,-0.365,3.647,2.792,0.437,0.597,-0.015,-0.17,1.733,1.654,0.74,2114.09,1190.68,2897.86,2007.31,1316.655,377.216,1106.559,334.289,2609.03,123.34,948.08,2284.73,653.83,1274.38,79.98,2051.36,496.18,483.781,1214.76,165.49,121.875,1314.2,61.98,2731.0,3208.0,7008.0,1103.6,1584.0,111.88,106.129
2019-02-12,1310.5,-0.225,598.0,178.208,96.709,110.52,1.289,53.1,15.43,3.025,2.689,2.506,2.425,2.498,0.753,0.131,-0.574,-0.362,3.698,2.842,0.526,0.593,-0.019,-0.167,1.692,1.618,0.725,2116.79,1194.137,2899.28,2008.21,1313.067,377.536,1104.117,333.292,2616.96,122.63,941.98,2208.77,648.03,1257.42,79.99,2045.12,494.3,482.13,1216.76,166.02,121.953,1309.2,62.42,2744.75,3192.0,7018.5,1103.6,1575.5,111.885,106.152
2019-02-19,1340.65,-0.482,635.0,182.239,96.52,110.52,1.306,56.09,14.88,2.978,2.635,2.487,2.419,2.485,0.733,0.104,-0.572,-0.369,3.641,2.786,0.407,0.584,-0.035,-0.182,1.697,1.624,0.731,2121.22,1195.675,2907.45,2014.94,1318.834,379.999,1107.745,335.687,2649.94,124.68,962.16,2253.04,625.51,1225.83,79.87,2075.91,500.58,483.801,1220.07,166.42,122.219,1340.1,66.45,2778.75,3236.0,7068.25,1103.6,1607.0,111.88,106.164
2019-02-26,1325.78,-0.513,649.0,181.402,96.003,110.72,1.325,55.5,15.17,3.006,2.637,2.482,2.438,2.479,0.743,0.117,-0.541,-0.368,3.627,2.702,0.328,0.601,-0.032,-0.168,1.747,1.67,0.784,2123.0,1198.749,2911.37,2025.31,1327.314,383.547,1111.724,336.341,2663.74,126.17,969.13,2208.66,636.48,1261.72,83.1,2091.7,505.51,484.705,1223.08,166.27,122.328,1325.1,65.21,2791.5,3291.0,7117.75,1103.6,1619.5,111.845,106.203
2019-03-05,1283.15,-0.466,663.0,181.896,96.866,111.92,1.315,56.56,14.74,3.081,2.719,2.545,2.433,2.483,0.803,0.167,-0.51,-0.368,3.644,2.705,0.311,0.643,0.004,-0.142,1.774,1.711,0.798,2117.93,1197.219,2904.71,2029.03,1326.636,385.341,1109.34,334.826,2659.96,126.83,969.74,2125.47,628.52,1281.07,84.53,2087.5,504.07,481.566,1224.64,165.52,121.688,1284.7,65.86,2791.5,3326.0,7165.5,1103.6,1621.0,111.795,105.996
2019-03-12,1298.53,-0.519,647.0,181.307,96.935,111.31,1.307,56.87,13.77,2.991,2.602,2.451,2.441,2.499,0.715,0.054,-0.552,-0.369,3.58,2.538,0.219,0.589,-0.035,-0.155,1.688,1.618,0.712,2130.88,1203.032,2925.22,2027.68,1326.741,385.293,1114.723,338.621,2661.99,125.99,962.45,2181.56,629.5,1315.27,83.27,2083.38,502.99,484.468,1220.91,164.54,122.609,1298.1,66.67,2792.0,3308.0,7206.5,1103.6,1587.5,111.85,106.219
2019-03-19,1307.61,-0.406,712.0,185.236,96.383,111.37,1.327,59.03,13.56,3.022,2.613,2.469,2.443,2.488,0.75,0.095,-0.534,-0.366,3.557,2.492,0.176,0.556,-0.047,-0.167,1.673,1.608,0.743,2133.34,1204.159,2927.48,2038.17,1336.767,388.46,1120.339,341.601,2700.29,129.74,966.13,2242.48,649.94,1329.39,84.9,2120.44,511.97,486.258,1225.18,163.96,122.5,1306.5,67.61,2836.5,3328.0,7376.5,1103.6,1590.5,111.81,106.18
2019-03-26,1315.71,-0.348,683.0,185.229,96.736,110.46,1.322,59.94,14.68,2.873,2.424,2.266,2.448,2.49,0.581,-0.017,-0.569,-0.369,3.47,2.465,0.204,0.533,-0.07,-0.172,1.529,1.454,0.653,2150.57,1213.416,2970.01,2042.02,1335.276,388.116,1127.011,346.27,2686.23,127.35,968.25,2084.7,655.56,1319.09,82.14,2102.62,507.02,490.075,1224.01,165.58,124.406,1315.0,67.97,2823.0,3239.0,7376.75,1103.6,1595.0,111.88,106.617
2019-04-02,1289.65,-0.333,674.0,186.373,97.361,111.35,1.308,62.58,13.36,2.877,2.475,2.302,2.41,2.493,0.596,-0.05,-0.618,-0.356,3.488,2.522,0.256,0.517,-0.069,-0.162,1.547,1.475,0.625,2144.01,1214.739,2965.51,2052.31,1339.295,390.801,1127.606,342.615,2732.65,129.9,965.62,2088.43,650.01,1349.92,85.11,2131.71,514.39,487.604,1220.76,166.11,123.766,1290.0,69.37,2867.0,3321.0,7519.25,1103.6,1608.0,111.995,106.648
2019-04-09,1304.37,-0.33,725.0,188.564,97.006,111.13,1.304,63.98,14.28,2.914,2.502,2.35,2.405,2.481,0.622,-0.011,-0.582,-0.368,3.394,2.422,0.215,0.534,-0.054,-0.167,1.636,1.553,0.692,2144.67,1214.02,2972.85,2060.86,1344.717,391.376,1130.225,342.978,2742.87,130.11,971.84,2119.17,667.85,1347.18,87.59,2143.2,518.09,488.603,1222.39,165.48,123.641,1303.5,70.61,2882.5,3350.0,7593.25,1103.6,1612.5,111.905,106.574
2019-04-16,1274.07,-0.317,749.0,187.28,97.043,112.0,1.305,64.05,12.18,2.992,2.591,2.412,2.42,2.474,0.728,0.065,-0.575,-0.364,3.554,2.592,0.487,0.54,-0.028,-0.156,1.724,1.651,0.789,2140.06,1214.135,2971.72,2072.23,1349.401,393.587,1127.488,339.4,2771.1,131.27,976.15,2054.85,667.77,1354.95,87.24,2163.08,522.33,487.095,1222.87,164.6,122.828,1272.6,71.72,2911.5,3394.0,7679.5,1103.6,1625.0,111.89,106.383
2019-04-23,1272.76,-0.189,821.0,187.585,97.636,111.79,1.295,66.3,12.28,2.98,2.566,2.364,2.423,2.481,0.69,0.04,-0.58,-0.366,3.639,2.673,0.57,0.567,-0.035,-0.155,1.738,1.671,0.786,2141.68,1215.557,2975.14,2072.81,1347.945,394.424,1129.671,337.925,2796.08,132.07,975.69,2051.58,681.69,1333.91,86.87,2174.39,524.53,486.097,1223.81,164.94,123.125,1269.3,74.51,2938.0,3436.0,7838.0,1103.6,1621.5,111.9,106.5
2019-04-30,1283.61,-0.182,1011.0,184.25,97.479,111.32,1.304,63.91,13.12,2.929,2.503,2.266,2.41,2.486,0.653,0.012,-0.59,-0.37,3.527,2.554,0.477,0.558,-0.048,-0.155,1.692,1.627,0.758,2147.53,1221.282,2990.68,2077.06,1347.475,394.117,1131.685,341.362,2806.7,132.04,972.85,2060.46,664.04,1351.55,85.81,2178.67,524.84,488.011,1228.61,165.31,123.672,1285.7,72.8,2948.5,3452.0,7800.0,1103.6,1615.0,111.92,106.688
2019-05-07,1284.26,-0.23,936.0,179.488,97.628,110.34,1.306,61.4,19.32,2.864,2.458,2.284,2.412,2.467,0.614,-0.039,-0.611,-0.356,3.592,2.618,0.505,0.542,-0.057,-0.158,1.677,1.595,0.747,2153.51,1226.771,2996.96,2073.2,1346.578,392.743,1133.798,341.774,2748.46,128.75,961.8,1995.79,657.32,1314.61,83.33,2135.49,514.4,489.45,1228.73,166.08,124.016,1285.6,69.88,2890.75,3353.0,7674.0,1103.6,1601.5,111.96,106.652
2019-05-14,1295.88,-0.235,1043.0,179.991,97.526,109.66,1.292,61.78,18.06,2.849,2.411,2.197,2.392,2.44,0.57,-0.071,-0.639,-0.365,3.671,2.728,0.678,0.532,-0.057,-0.163,1.645,1.556,0.713,2158.16,1231.101,2994.03,2062.24,1339.492,389.634,1131.325,341.378,2701.32,127.01,924.74,1949.86,655.48,1280.82,79.83,2098.76,504.17,490.257,1222.27,166.59,124.328,1296.3,71.24,2839.25,3325.0,7421.0,1103.6,1532.0,112.03,106.824
2019-05-21,1273.26,-0.181,1049.0,181.968,98.062,110.66,1.273,62.99,14.95,2.844,2.427,2.254,2.366,2.436,0.591,-0.064,-0.632,-0.37,3.583,2.642,0.578,0.534,-0.051,-0.159,1.625,1.539,0.733,2157.09,1231.542,2994.52,2068.22,1343.265,390.576,1134.306,340.061,2730.08,128.06,934.23,1960.56,677.21,1328.06,76.92,2117.66,507.32,488.942,1222.12,166.49,124.141,1273.2,72.18,2866.0,3366.0,7464.0,1103.6,1548.5,112.005,106.695
2019-05-28,1277.84,-0.228,1082.0,180.26,97.952,109.54,1.267,59.14,17.5,2.705,2.267,2.124,2.34,2.428,0.485,-0.162,-0.648,-0.366,3.608,2.681,0.649,0.484,-0.079,-0.165,1.503,1.401,0.596,2166.11,1234.52,3015.5,2063.41,1339.994,389.469,1137.063,343.056,2670.4,126.78,933.99,2017.95,671.84,1352.04,74.78,2084.57,499.66,492.229,1221.6,167.8,125.391,1277.1,70.11,2805.0,3338.0,7295.25,1103.6,1548.5,112.06,106.988
2019-06-04,1323.52,-0.244,1122.0,175.49,97.072,108.23,1.269,53.48,16.97,2.611,2.131,1.883,2.334,2.43,0.405,-0.208,-0.658,-0.359,3.436,2.514,0.548,0.439,-0.108,-0.193,1.491,1.38,0.598,2177.65,1238.485,3036.46,2057.94,1338.452,387.93,1141.685,346.278,2671.61,125.71,902.55,2123.16,693.6,1367.2,74.26,2077.66,499.21,496.884,1220.43,168.46,126.594,1323.4,61.97,2805.0,3334.0,7179.25,1103.6,1493.5,112.05,107.473
2019-06-11,1328.48,-0.329,1105.0,174.868,96.686,108.46,1.273,53.27,15.99,2.615,2.144,1.93,2.246,2.413,0.383,-0.233,-0.679,-0.252,3.372,2.391,0.429,0.351,-0.114,-0.194,1.437,1.325,0.584,2177.99,1239.381,3045.95,2079.24,1355.109,391.293,1151.448,348.951,2750.57,128.42,939.42,2158.52,711.74,1360.52,77.11,2139.74,513.91,499.206,1225.27,171.36,126.438,1326.4,62.29,2887.0,3402.0,7518.25,1103.6,1560.5,112.11,107.336
2019-06-18,1348.03,-0.242,1135.0,176.098,97.644,108.46,1.255,53.9,15.15,2.549,2.06,1.864,2.211,2.39,0.268,-0.321,-0.77,-0.368,3.147,2.112,0.234,0.361,-0.13,-0.204,1.422,1.297,0.568,2182.97,1240.279,3067.55,2084.31,1358.821,393.128,1157.593,347.18,2781.49,129.73,922.07,2170.34,720.16,1327.23,76.47,2150.91,515.82,499.722,1233.11,172.86,127.141,1346.6,62.14,2921.75,3457.0,7645.25,1103.6,1525.0,112.3,107.426
2019-06-25,1425.72,-0.341,1280.0,180.878,96.14,107.24,1.269,57.83,16.28,2.519,1.986,1.732,2.121,2.402,0.243,-0.332,-0.746,-0.368,3.156,2.158,0.29,0.341,-0.158,-0.233,1.417,1.295,0.571,2188.98,1242.539,3101.03,2097.58,1372.337,395.323,1166.104,351.382,2778.96,129.3,931.13,2201.74,730.2,1336.92,77.91,2163.73,519.78,505.955,1239.1,172.88,128.125,1414.9,65.05,2922.0,3437.0,7628.75,1103.6,1535.0,112.275,107.688
2019-07-02,1405.08,-0.415,1446.0,177.843,96.726,107.88,1.262,56.25,12.93,2.501,1.975,1.761,2.172,2.388,0.248,-0.369,-0.767,-0.36,2.857,1.837,0.02,0.374,-0.15,-0.219,1.354,1.232,0.513,2192.94,1243.625,3117.69,2103.08,1378.76,397.87,1174.58,350.806,2833.05,131.24,958.03,2196.06,739.69,1350.89,80.73,2198.55,528.24,504.945,1240.1,173.35,128.141,1408.0,62.4,2979.5,3499.0,7838.25,1103.6,1589.0,112.31,107.656
2019-07-09,1396.92,-0.386,1759.0,180.708,97.489,108.81,1.247,57.83,14.09,2.54,2.066,1.907,2.236,2.379,0.25,-0.356,-0.743,-0.367,2.738,1.731,0.073,0.344,-0.145,-0.2,1.352,1.232,0.54,2190.77,1245.182,3103.17,2101.75,1374.977,397.902,1172.229,349.32,2840.84,130.79,949.47,2306.79,737.76,1310.21,78.07,2193.65,525.96,502.611,1248.03,173.21,127.297,1400.5,64.16,2982.0,3501.0,7845.25,1103.6,1571.0,112.255,107.426
2019-07-16,1409.2,-0.386,2011.0,180.084,97.395,108.27,1.242,57.62,12.86,2.612,2.103,1.85,2.144,2.314,0.332,-0.246,-0.741,-0.366,2.681,1.61,-0.037,0.38,-0.126,-0.189,1.433,1.313,0.575,2190.79,1247.697,3092.38,2104.97,1377.601,397.946,1173.218,348.359,2863.9,131.11,945.32,2319.68,728.54,1326.97,79.57,2208.09,530.07,502.32,1246.18,172.34,126.922,1411.2,64.35,3007.0,3512.0,7942.75,1103.6,1565.0,112.25,107.465
2019-07-23,1419.57,-0.254,2165.0,179.036,97.705,108.17,1.244,56.77,12.61,2.616,2.082,1.837,2.041,2.269,0.24,-0.356,-0.782,-0.369,2.701,1.601,-0.032,0.368,-0.151,-0.208,1.316,1.197,0.481,2198.24,1250.274,3109.56,2104.79,1378.423,398.478,1176.866,350.445,2866.4,131.94,946.73,2315.49,708.1,1290.27,79.5,2209.59,530.1,503.571,1247.35,173.91,127.359,1421.7,63.83,3008.0,3531.0,7983.75,1103.6,1569.5,112.335,107.547
2019-07-30,1429.07,-0.272,1899.0,178.344,98.05,108.62,1.217,58.05,13.94,2.58,2.059,1.846,2.059,2.234,0.173,-0.401,-0.767,-0.366,2.695,1.584,0.002,0.354,-0.157,-0.215,1.354,1.203,0.439,2199.16,1252.449,3116.61,2109.43,1380.596,398.389,1179.583,347.629,2873.57,129.87,950.59,2279.96,714.91,1255.55,79.47,2203.4,528.07,503.091,1250.17,174.55,127.344,1429.7,64.72,3012.25,3459.0,7963.25,1103.6,1574.5,112.29,107.48
2019-08-06,1471.6,-0.266,1734.0,170.54,97.63,106.42,1.215,53.63,20.17,2.233,1.704,1.583,2.028,2.223,-0.04,-0.538,-0.824,-0.357,2.548,1.512,-0.021,0.307,-0.187,-0.224,1.191,1.032,0.426,2209.95,1262.453,3164.48,2092.71,1369.969,396.883,1180.516,353.881,2746.94,123.83,906.3,2159.0,682.88,1245.95,72.82,2109.2,503.97,510.125,1249.5,176.58,129.766,1472.4,58.94,2876.0,3291.0,7515.5,1103.6,1493.5,112.41,107.969
2019-08-13,1502.27,-0.271,1864.0,173.087,97.812,106.57,1.206,57.1,17.52,2.163,1.705,1.667,1.987,2.195,-0.134,-0.611,-0.882,-0.358,2.612,1.616,0.131,0.178,-0.241,-0.288,1.143,0.985,0.457,2206.99,1267.964,3181.38,2099.73,1359.371,396.382,1175.985,354.114,2789.55,125.42,899.17,2187.61,683.05,1243.59,73.03,2134.54,509.12,511.788,1248.13,177.68,129.828,1502.2,61.3,2932.0,3359.0,7748.0,1103.6,1478.0,112.515,107.805
2019-08-20,1504.86,-0.167,2059.0,170.895,98.19,106.31,1.217,56.34,17.5,2.038,1.556,1.512,1.9,2.169,-0.177,-0.692,-0.911,-0.364,2.426,1.37,0.02,0.192,-0.24,-0.299,1.007,0.885,0.481,2213.77,1272.217,3205.36,2101.43,1356.425,397.738,1179.23,357.967,2764.52,125.04,910.33,2063.54,665.8,1254.91,75.92,2119.57,506.61,513.466,1249.01,178.9,130.734,1504.6,60.03,2898.25,3346.0,7668.0,1103.6,1505.0,112.585,108.105
2019-08-27,1542.85,-0.147,2213.0,169.7,97.999,105.73,1.23,54.93,20.31,1.95,1.473,1.522,1.969,2.14,-0.191,-0.695,-0.894,-0.361,2.198,1.136,-0.12,0.156,-0.271,-0.301,1.038,0.939,0.361,2214.08,1272.155,3228.12,2113.99,1362.61,400.94,1182.645,361.375,2733.89,125.8,900.97,1955.76,662.38,1266.9,74.39,2104.85,502.58,515.463,1250.02,178.94,131.141,1541.0,59.51,2865.5,3361.0,7562.75,1103.6,1486.0,112.525,108.039
2019-09-03,1546.0,-0.102,2501.0,169.19,99.0,105.87,1.209,53.94,19.66,1.953,1.458,1.452,1.951,2.082,-0.193,-0.708,-0.919,-0.359,1.925,0.872,-0.288,0.104,-0.291,-0.297,0.911,0.805,0.324,2221.41,1273.024,3227.84,2116.84,1358.769,401.862,1186.493,360.364,2768.25,127.98,913.66,2007.32,685.99,1237.87,75.03,2126.92,507.76,514.77,1254.44,179.32,131.453,1549.6,58.26,2906.0,3414.0,7617.5,1103.6,1512.0,112.55,108.145
2019-09-10,1491.3,-0.059,2393.0,174.94,98.326,107.46,1.235,57.4,15.2,2.216,1.732,1.676,1.933,2.05,0.037,-0.55,-0.848,-0.362,2.161,1.019,-0.305,0.284,-0.228,-0.295,1.13,1.025,0.469,2213.97,1266.753,3180.96,2129.65,1370.279,402.844,1185.038,354.76,2835.96,130.35,943.92,2099.95,706.4,1258.82,77.6,2179.43,520.95,509.956,1258.31,173.98,129.563,1492.7,62.38,2978.5,3499.0,7815.0,1103.6,1556.5,112.475,107.703
2019-09-17,1505.91,-0.023,2283.0,178.794,98.261,108.07,1.25,59.34,14.44,2.268,1.803,1.725,1.972,2.041,0.079,-0.476,-0.72,-0.369,2.002,0.919,-0.233,0.348,-0.159,-0.253,1.132,1.035,0.522,2212.21,1254.345,3164.4,2134.04,1371.74,404.381,1179.648,355.196,2862.33,131.18,977.84,2139.58,726.35,1238.52,78.27,2201.77,526.32,507.533,1256.17,172.87,128.719,1506.9,64.55,3005.5,3522.0,7890.25,1103.6,1597.0,112.205,107.57
2019-09-24,1534.32,0.193,2116.0,177.188,98.337,107.09,1.249,57.29,17.05,2.104,1.646,1.626,1.903,2.018,-0.123,-0.602,-0.741,-0.458,1.881,0.831,-0.228,0.343,-0.241,-0.324,0.951,0.869,0.444,2220.0,1262.916,3211.52,2134.03,1371.233,404.053,1186.101,360.216,2823.4,131.35,981.37,2083.82,716.67,1306.85,76.29,2182.07,521.7,511.886,1259.7,174.73,130.719,1532.6,63.1,2970.25,3518.0,7735.25,1103.6,1609.0,112.265,107.84
2019-10-01,1483.39,0.173,1809.0,174.088,99.128,107.69,1.232,53.62,18.56,2.093,1.637,1.546,1.762,2.016,-0.065,-0.566,-0.777,-0.452,1.951,0.855,-0.27,0.402,-0.157,-0.291,0.952,0.863,0.337,2222.67,1263.079,3208.72,2125.47,1366.342,402.885,1184.697,355.831,2797.84,130.76,968.43,2082.67,701.03,1278.81,75.04,2158.47,515.95,509.09,1259.94,174.2,130.656,1482.0,58.89,2937.75,3512.0,7695.5,1103.6,1608.0,112.325,108.066
2019-10-08,1500.22,0.17,1801.0,173.32,99.133,107.15,1.222,52.63,20.28,2.029,1.53,1.419,1.667,1.94,-0.079,-0.596,-0.79,-0.468,1.957,0.841,-0.264,0.372,-0.208,-0.324,0.925,0.831,0.316,2227.88,1271.891,3220.93,2116.04,1362.983,399.482,1188.865,356.97,2753.18,127.61,957.72,2045.3,688.04,1258.05,74.78,2124.15,508.42,512.04,1260.19,174.67,131.703,1497.2,58.24,2892.5,3425.0,7622.0,1103.6,1588.0,112.355,108.387
2019-10-15,1480.79,0.21,1898.0,174.749,98.288,108.86,1.276,52.81,13.54,2.235,1.773,1.618,1.648,1.891,0.111,-0.418,-0.696,-0.465,2.046,0.935,-0.261,0.389,-0.176,-0.284,1.152,1.064,0.524,2220.9,1265.477,3190.52,2128.05,1372.13,403.538,1186.326,354.28,2851.91,132.58,979.14,2106.93,707.94,1289.59,77.81,2196.61,525.25,508.606,1260.11,171.89,129.766,1477.6,58.74,2997.75,3592.0,7959.75,1103.6,1619.5,112.145,107.871
